Player,Weight (kg),Height (cm),Birthday,Year Turned Pro,Right-Left-Handed,Two-One-Backhanded,Matches,Wins,Losses,Winning Ratio,Ace (%),Double Fault (%),1st Serve In (%),1st Serve Win (%),2nd Serve Win (%),Total Points Win (%),Return Points Win (%),Dominant Rate
Jie Cui,72.0,183.0,1998-01-24,,1,1,114,52,62,0.45614035087719296,3.7379310344827585,3.1724137931034484,60.03103448275862,61.39655172413792,45.337931034482764,46.15862068965518,36.73448275862069,0.8758620689655172
Wilfredo Gonzalez,83.0,188.0,1993-01-06,,1,0,114,47,67,0.41228070175438597,6.455555555555556,5.066666666666666,64.48888888888888,69.47777777777777,45.75555555555556,48.888888888888886,37.41111111111111,0.9966666666666667
Ji Hoon Son,74.0,180.0,1994-09-09,,1,1,119,57,62,0.4789915966386555,4.4,7.252941176470589,56.61764705882352,66.22352941176472,45.64117647058824,48.0,37.96470588235295,0.9311764705882352
Li Tu,83.0,180.0,1996-05-27,,1,0,128,80,48,0.625,7.933333333333333,3.8074074074074065,59.796296296296305,69.83703703703704,51.47037037037036,49.05925925925926,35.32962962962962,0.9803703703703703
Oliver Golding,84.0,188.0,1993-09-29,2011,1,1,225,131,94,0.5822222222222222,9.168421052631578,8.247368421052633,61.06315789473685,70.25263157894737,41.28421052631578,44.626315789473686,29.42631578947369,0.7589473684210527
Pierre Faivre,82.0,188.0,1996-02-12,,1,1,112,48,64,0.42857142857142855,5.300000000000001,9.1,55.375,67.625,39.45,47.875,39.775,0.9175
Federico Moreno,82.0,180.0,1994-08-05,,1,1,112,34,78,0.30357142857142855,0.5333333333333333,5.933333333333333,63.199999999999996,59.06666666666666,39.733333333333334,41.63333333333333,31.333333333333332,0.6533333333333333
Nathan Ponwith,79.0,188.0,1998-04-20,,1,1,129,59,70,0.4573643410852713,4.135,5.799999999999999,56.764999999999986,66.09,49.57499999999999,47.75,36.165000000000006,0.9254999999999999
Peter Bertran,73.0,183.0,1996-03-05,,1,1,126,63,63,0.5,3.8,5.325000000000001,60.699999999999996,60.15,41.0625,42.4625,29.449999999999996,0.645
Brandon Walkin,85.0,188.0,1994-08-16,,1,1,117,44,73,0.37606837606837606,6.840000000000001,3.726666666666667,63.599999999999994,68.33999999999999,51.933333333333344,48.080000000000005,33.406666666666666,1.0799999999999998
Costin Paval,89.0,191.0,1990-09-01,,0,1,112,50,62,0.44642857142857145,4.1,14.15,49.8,58.8,35.2,39.349999999999994,28.6,0.5499999999999999
Sem Verbeek,83.0,193.0,1994-04-12,,0,1,111,46,65,0.4144144144144144,5.232727272727273,4.472727272727272,59.272727272727266,67.4909090909091,46.06727272727273,47.19818181818181,35.08,0.9241818181818179
Matej Vocel,88.0,188.0,1997-05-20,,1,1,112,53,59,0.4732142857142857,9.693333333333333,4.086666666666667,53.41999999999999,75.33333333333331,44.433333333333344,49.486666666666665,38.60666666666667,1.0493333333333332
Florian Lakat,92.0,196.0,1995-08-03,,1,1,111,47,64,0.42342342342342343,12.78,9.220000000000002,54.660000000000004,67.75999999999999,38.480000000000004,45.519999999999996,35.1,0.8019999999999999
Julio Peralta,79.0,188.0,1981-09-09,,1,0,221,141,80,0.6380090497737556,3.014285714285714,3.9571428571428564,60.714285714285715,62.82857142857143,51.65714285714285,45.74285714285715,31.185714285714287,0.7885714285714286
Youssef Hossam,75.0,178.0,1998-06-03,,1,0,220,148,72,0.6727272727272727,6.549999999999998,3.254166666666666,62.46666666666667,71.7375,54.29583333333334,51.491666666666674,37.52916666666667,1.1420833333333333
Lucas Bouquet,86.0,185.0,1997-08-05,,1,1,116,35,81,0.3017241379310345,6.0,5.05,52.900000000000006,68.2,46.65,42.65,26.1,0.62
Cheng Yu Yu,73.0,188.0,1995-04-02,,1,1,216,99,117,0.4583333333333333,9.686666666666666,2.933333333333333,58.20666666666667,70.90666666666667,47.99333333333334,47.42666666666666,32.20666666666666,0.9073333333333333
Petros Tsitsipas,76.0,183.0,2000-07-27,2019,1,0,110,31,79,0.2818181818181818,4.611538461538461,5.903846153846154,53.49615384615385,61.449999999999996,42.7,41.434615384615384,28.961538461538456,0.6530769230769231
Francesco Ferrari,75.0,180.0,1997-06-22,,1,1,108,37,71,0.3425925925925926,2.1100000000000003,3.6699999999999995,65.53,61.81000000000002,46.46,47.235000000000014,37.51,0.901
Jae Hwan Kim,85.0,183.0,1994-09-23,,0,1,113,53,60,0.4690265486725664,7.1000000000000005,3.9000000000000004,55.96666666666667,62.73333333333333,39.53333333333333,44.0,35.06666666666667,0.7400000000000001
Gabriel Decamps,80.0,193.0,1999-08-07,,1,1,124,71,53,0.5725806451612904,5.137500000000001,7.582142857142856,58.17857142857141,69.33571428571429,48.30357142857144,50.07857142857142,40.0875,1.0860714285714286
Abhinav Sanjeev Shanmugam,69.0,178.0,1998-11-15,,1,1,114,43,71,0.37719298245614036,9.15294117647059,5.764705882352942,46.09411764705882,72.46470588235293,48.61176470588236,48.43529411764706,36.241176470588236,0.9464705882352941
Jirat Navasirisomboon,60.0,175.0,1996-11-17,,1,1,111,39,72,0.35135135135135137,2.0875,4.6375,68.525,59.24374999999999,41.318749999999994,43.637499999999996,31.68125,0.7525
Christian Hirschmueller,87.0,198.0,1993-03-11,,1,1,212,73,139,0.3443396226415094,8.95,6.0,57.825,75.19999999999999,37.725,45.875,31.475,0.7875
Dragos Constantin Ignat,84.0,188.0,1993-02-13,,1,1,108,37,71,0.3425925925925926,3.8545454545454545,5.645454545454545,66.63636363636364,63.46363636363637,41.52727272727273,49.21818181818182,41.43636363636364,0.9890909090909091
Mark Kratzmann,85.0,175.0,1966-05-17,1984,0,0,170,66,104,0.38823529411764707,4.28421052631579,3.88421052631579,52.83684210526316,70.98421052631579,52.015789473684215,47.784210526315796,32.747368421052634,0.911578947368421
Esteban Bruna,80.0,183.0,1995-01-19,,0,1,105,21,84,0.2,3.690909090909091,7.081818181818182,61.06363636363637,62.618181818181824,44.07272727272728,45.47272727272727,35.86363636363636,0.8790909090909093
John McNally,82.0,183.0,1998-10-18,,1,1,114,55,59,0.4824561403508772,9.44375,3.7499999999999996,62.00624999999998,70.29062499999999,49.24375,47.90625,33.353125,0.9409375
Bar Tzuf Botzer,80.0,185.0,1994-03-02,,1,0,204,109,95,0.5343137254901961,5.0,4.500000000000001,60.809090909090905,66.93636363636364,50.36363636363637,48.44545454545455,36.663636363636364,0.9381818181818182
Jarmere Jenkins,77.0,183.0,1990-11-25,,1,1,227,139,88,0.6123348017621145,4.997530864197529,4.634567901234568,59.858024691358025,66.4222222222222,49.25555555555555,48.10740740740741,36.41481481481481,0.9649382716049381
Yu Chang,70.0,185.0,1988-08-14,,0,1,208,108,100,0.5192307692307693,4.889473684210526,4.0473684210526315,59.38421052631579,64.39473684210526,51.12105263157895,46.463157894736845,33.46315789473684,0.8694736842105263
Alexandre Tsuchiya,74.0,180.0,1992-12-05,,1,1,206,89,117,0.4320388349514563,5.207142857142857,7.407142857142857,55.76428571428571,68.83571428571427,45.08571428571428,47.892857142857146,37.050000000000004,1.0899999999999999
Benjamin Sigouin,81.0,191.0,1999-06-03,,1,1,108,43,65,0.39814814814814814,5.597222222222223,5.952777777777779,53.888888888888886,67.6277777777778,48.03055555555555,47.54166666666667,37.03888888888888,1.0230555555555556
Bart Stevens,78.0,180.0,1998-01-29,,1,1,101,36,65,0.3564356435643564,2.3333333333333335,5.577777777777778,57.12222222222223,59.98888888888889,37.84444444444444,44.988888888888894,38.15555555555556,0.7777777777777778
Gabor Borsos,86.0,193.0,1991-06-30,,1,1,200,78,122,0.39,6.069565217391303,4.5260869565217385,61.77826086956522,63.8304347826087,47.44347826086957,47.37826086956522,37.19130434782608,0.971304347826087
Gengo Kikuchi,65.0,183.0,1991-11-07,,1,1,200,104,96,0.52,6.675000000000001,1.8624999999999998,67.225,65.7125,48.974999999999994,47.712500000000006,34.95,0.9649999999999999
Mahesh Bhupathi,88.0,185.0,1974-06-07,1995,1,1,200,97,103,0.485,7.55,5.431249999999999,52.01875,72.39375000000001,40.93125,45.37499999999999,32.699999999999996,0.8418749999999998
Jean Yves Aubone,73.0,178.0,1988-01-10,0,1,0,166,83,83,0.5,4.283333333333333,2.4,66.75833333333334,64.34999999999998,48.85833333333334,45.6,30.84166666666667,0.8233333333333334
Szymon Walkow,75.0,178.0,1995-09-22,2013,1,1,100,34,66,0.34,6.25,5.249999999999999,62.113636363636374,71.85909090909091,49.2681818181818,49.17272727272726,35.58181818181818,1.122272727272727
Giorgio Portaluri,78.0,180.0,1990-09-12,,1,1,194,62,132,0.31958762886597936,2.8899999999999997,4.459999999999999,57.17,65.35,49.650000000000006,49.230000000000004,40.160000000000004,1.168
Matthew Short,84.0,183.0,1990-01-08,,1,1,182,76,106,0.4175824175824176,8.25,3.3499999999999996,59.0,60.150000000000006,38.849999999999994,36.849999999999994,23.549999999999997,0.485
Duarte Vale,74.0,183.0,1999-01-11,,1,1,115,58,57,0.5043478260869565,2.65625,3.15,63.05625,62.9375,47.26875,47.2875,36.95625,0.9168749999999999
Boris Arias,76.0,185.0,1993-11-09,,1,1,101,28,73,0.27722772277227725,4.323529411764706,6.211764705882354,55.60000000000001,60.30588235294117,44.73529411764707,43.77647058823529,33.847058823529416,0.7758823529411765
Robert Farah,89.0,193.0,1987-01-20,2010,1,1,195,96,99,0.49230769230769234,7.68403361344538,4.778991596638658,59.57563025210085,71.53529411764708,49.57310924369748,50.00084033613448,37.327731092436984,1.1257983193277312
Jake Delaney,80.0,188.0,1997-05-14,,1,1,103,32,71,0.3106796116504854,6.132,6.191999999999998,60.964,66.904,45.508,46.724000000000004,34.035999999999994,0.8680000000000001
Colin Fleming,80.0,188.0,1984-08-13,,1,1,192,102,90,0.53125,5.085714285714285,4.185714285714286,66.43333333333332,65.14761904761906,41.60476190476191,47.59047619047619,37.428571428571416,0.962857142857143
Tsung Hao Huang,68.0,173.0,1999-11-22,,1,1,112,49,63,0.4375,1.375,2.9749999999999996,56.875,59.55,38.25,41.7,33.300000000000004,0.6799999999999999
Cristian Carli,80.0,183.0,1996-03-25,,1,1,192,81,111,0.421875,1.7799999999999998,8.3,55.839999999999996,59.84000000000001,44.81999999999999,45.86,38.019999999999996,0.8299999999999998
Luciano Doria,78.0,180.0,1993-01-27,,1,1,111,38,73,0.34234234234234234,1.2,1.9000000000000001,54.03333333333333,57.96666666666667,40.166666666666664,37.699999999999996,22.100000000000005,0.47
Mohit Mayur Jayaprakash,85.0,178.0,1993-09-14,,1,1,189,84,105,0.4444444444444444,5.2124999999999995,4.6625000000000005,58.9125,61.7875,53.075,45.5125,32.525,0.8875
Congsup Congcar,68.0,175.0,1996-08-21,,1,1,102,24,78,0.23529411764705882,1.8153846153846156,4.053846153846154,55.76153846153845,53.66923076923077,45.300000000000004,39.38461538461538,27.807692307692307,0.583076923076923
Daniiar Duldaev,80.0,183.0,1992-10-27,,1,1,190,74,116,0.3894736842105263,4.325000000000001,3.8299999999999996,60.275,63.73,47.585,46.30500000000001,34.485,0.8854999999999998
Tom Nijssen,70.0,173.0,1964-10-01,1984,1,0,144,52,92,0.3611111111111111,6.35294117647059,4.305882352941175,47.9,72.02058823529411,49.78235294117647,48.19999999999999,35.12941176470587,0.9526470588235292
Luca Pancaldi,71.0,178.0,1993-06-21,,1,1,187,87,100,0.46524064171123,6.199999999999999,2.2,65.08888888888889,71.65555555555555,45.37777777777778,47.36666666666666,30.77777777777778,0.911111111111111
Henrique Cunha,75.0,178.0,1990-04-30,,0,1,172,97,75,0.563953488372093,4.615909090909091,5.28409090909091,58.809090909090905,67.98863636363636,46.26136363636363,46.85909090909092,33.663636363636364,0.9118181818181817
Henrik Sillanpaa,78.0,185.0,1991-01-24,,1,1,180,80,100,0.4444444444444444,2.527272727272727,5.863636363636363,60.300000000000004,59.41818181818182,44.42727272727273,45.0,36.300000000000004,0.8309090909090909
Jorge Hernando Ruano,81.0,183.0,1987-06-03,,1,1,181,72,109,0.39779005524861877,8.366666666666667,4.877777777777777,57.888888888888886,71.47777777777779,46.0,45.72222222222222,28.72222222222222,0.8355555555555554
Tuna Altuna,80.0,183.0,1989-01-30,,1,1,180,56,124,0.3111111111111111,0.9199999999999999,7.87,60.31000000000002,53.50999999999999,34.589999999999996,38.66,30.340000000000003,0.5599999999999999
Dorian Descloix,78.0,188.0,1988-03-14,,1,0,177,66,111,0.3728813559322034,9.384615384615385,2.6692307692307695,57.32307692307693,70.46153846153845,46.30769230769231,46.7,32.88461538461538,0.886923076923077
Alberto Romero De Avila Senise,63.0,173.0,1997-12-03,,1,1,182,70,112,0.38461538461538464,1.5899999999999999,4.0,64.91,58.73,49.90999999999999,46.959999999999994,38.519999999999996,0.9200000000000002
Vignesh Peranamallur,75.0,173.0,1987-11-06,,1,1,179,57,122,0.31843575418994413,4.999999999999999,5.24,55.17999999999999,61.959999999999994,51.16,46.86,38.94,0.992
Sander Gille,75.0,185.0,1991-01-15,2013,1,0,178,77,101,0.43258426966292135,10.811764705882354,2.8411764705882345,58.22941176470588,73.63529411764705,51.300000000000004,48.45882352941177,33.09411764705882,1.0311764705882354
Mico Santiago,66.0,170.0,1994-03-11,,1,1,167,69,98,0.41317365269461076,2.1444444444444444,10.433333333333332,58.03333333333333,59.44444444444444,41.833333333333336,44.099999999999994,35.04444444444445,0.7966666666666667
Mikhail Korovin,65.0,180.0,1996-02-26,,1,1,173,63,110,0.36416184971098264,3.9,1.3,71.1,63.0,63.6,45.3,26.4,0.72
Kevin Griekspoor,82.0,193.0,1991-01-10,,1,0,172,83,89,0.48255813953488375,5.859999999999999,5.39,64.78,68.05,43.47,48.83999999999999,38.61999999999999,1.057
Horia Tecau,90.0,193.0,1985-01-19,2003,1,1,172,80,92,0.46511627906976744,15.1,18.9,39.6,85.7,34.4,42.0,27.7,0.61
Kunal Anand,88.0,183.0,1992-06-02,,1,1,170,48,122,0.2823529411764706,5.124999999999999,6.8125,56.2375,60.2125,47.725,47.875,41.225,1.0375
Wesley Koolhof,78.0,180.0,1989-04-17,2008,1,1,169,81,88,0.47928994082840237,3.7399999999999998,4.135,55.165,67.89000000000001,48.68000000000001,47.85999999999999,36.295,0.9394999999999998
Nico Matic,76.0,178.0,1992-01-01,,1,1,165,85,80,0.5151515151515151,0.9833333333333334,7.383333333333332,53.06666666666666,61.13333333333333,43.48333333333334,44.333333333333336,35.76666666666667,0.8466666666666668
Goran Markovic,78.0,183.0,1995-09-17,,1,1,166,49,117,0.29518072289156627,6.0,6.0,57.1,72.9,36.1,48.0,36.8,0.86
Thomas Brechemier,72.0,178.0,1996-06-28,,1,1,165,89,76,0.5393939393939394,2.7,5.34,45.31999999999999,63.779999999999994,39.06,41.8,33.1,0.698
Fred Simonsson,75.0,188.0,1994-11-27,,1,1,164,79,85,0.4817073170731707,8.09,8.296666666666665,56.546666666666646,71.65333333333334,45.38666666666666,48.69666666666668,36.93333333333332,0.9966666666666667
Loic Perret,85.0,188.0,1994-06-08,,1,0,162,55,107,0.3395061728395062,4.0636363636363635,4.945454545454545,61.25454545454545,60.01818181818181,40.87272727272727,45.13636363636365,36.127272727272725,0.8509090909090908
Vitaly Kozyukov,82.0,188.0,1994-06-02,,1,1,164,75,89,0.4573170731707317,6.964516129032258,4.835483870967743,66.36129032258066,71.49032258064516,49.435483870967744,52.096774193548384,40.0,1.2812903225806451
Francesco Borgo,70.0,183.0,1985-07-14,,1,1,162,54,108,0.3333333333333333,4.05,4.5,59.75,63.599999999999994,49.45,45.400000000000006,31.6,0.755
Juan Ignacio Ameal,78.0,178.0,1994-05-08,,1,1,159,67,92,0.42138364779874216,2.5749999999999997,4.65,62.7,66.2,50.62500000000001,49.65,37.625,1.02
Robert Lindstedt,90.0,191.0,1977-03-19,1998,1,1,161,88,73,0.546583850931677,5.1,3.55,66.2,53.5,42.55,42.6,33.5,0.7
Sora Fukuda,72.0,180.0,1997-10-03,,0,1,167,86,81,0.5149700598802395,2.6333333333333333,3.293333333333334,63.006666666666675,63.019999999999996,45.50666666666667,44.41333333333334,31.846666666666668,0.798
Hans Hach Verdugo,82.0,183.0,1989-11-11,2013,0,1,154,61,93,0.3961038961038961,6.2682926829268295,5.404878048780487,61.52439024390243,68.21951219512196,46.43414634146341,46.40243902439023,32.29024390243902,0.8736585365853659
Evgeny Elistratov,85.0,193.0,1994-12-28,,1,1,152,76,76,0.5,6.199999999999999,5.166666666666667,56.925000000000004,62.800000000000004,44.5,47.74166666666667,40.375,0.9316666666666666
Vasko Mladenov,84.0,188.0,1989-07-30,,1,1,151,66,85,0.4370860927152318,7.015384615384615,2.730769230769231,61.715384615384615,68.68461538461537,50.169230769230765,49.630769230769225,37.38461538461539,1.0507692307692307
Scott Clayton,75.0,183.0,1994-02-11,,1,1,151,60,91,0.3973509933774834,10.85,7.0,49.15,76.75,36.65,40.45,23.700000000000003,0.535
Anton Galkin,80.0,188.0,1991-12-24,,1,1,150,50,100,0.3333333333333333,2.625,12.475,42.1,63.85,44.975,44.35,34.825,0.7475
Lennert Van Der Linden,75.0,188.0,1989-07-29,,1,1,150,82,68,0.5466666666666666,2.2076923076923074,3.053846153846154,64.15384615384616,63.0846153846154,47.123076923076916,48.19230769230769,39.5846153846154,1.5615384615384618
Jacopo Stefanini,73.0,175.0,1996-04-11,,1,1,149,60,89,0.40268456375838924,2.7166666666666663,4.95,57.71666666666667,58.48333333333333,44.46666666666667,45.9,37.81666666666667,0.8433333333333333
Ilya Vasilyev,76.0,183.0,1996-06-22,,1,1,148,64,84,0.43243243243243246,4.583333333333333,9.291666666666666,54.12500000000001,68.56666666666668,45.42499999999999,48.225,38.675000000000004,0.9633333333333335
Vladimir Polyakov,73.0,178.0,1994-06-18,,1,1,146,50,96,0.3424657534246575,2.344444444444444,6.2555555555555555,60.48888888888889,57.03333333333334,40.65555555555555,42.78888888888889,34.94444444444445,0.7277777777777777
Mark Verryth,102.0,201.0,1991-05-03,,1,1,144,65,79,0.4513888888888889,12.139130434782608,8.565217391304348,57.06521739130435,76.34782608695652,45.41304347826087,48.06521739130435,31.913043478260864,0.9760869565217389
Dominik Suc,71.0,175.0,1990-09-19,,1,1,139,66,73,0.4748201438848921,1.3833333333333335,4.416666666666667,49.583333333333336,61.35,48.25,48.616666666666674,41.86666666666667,1.07
Ty Trombetta,77.0,188.0,1990-05-21,,1,1,138,55,83,0.39855072463768115,6.62,2.18,64.17999999999999,68.04,44.5,44.2,29.320000000000004,0.8019999999999999
Mateusz Kowalczyk,85.0,191.0,1987-05-03,2005,1,1,137,50,87,0.36496350364963503,9.199999999999998,7.487500000000001,54.55,71.5125,41.2125,41.599999999999994,26.899999999999995,0.58
Joshua Ward Hibbert,91.0,196.0,1994-01-25,,1,0,147,68,79,0.46258503401360546,3.15,5.55,57.55,65.25,36.3,40.9,29.450000000000003,0.31
Henri Kontinen,82.0,191.0,1990-06-19,2008,1,0,136,81,55,0.5955882352941176,10.305882352941179,4.6499999999999995,61.432352941176475,72.41764705882355,50.03529411764708,48.98529411764707,34.96764705882353,1.1014705882352944
Lukas Ollert,70.0,175.0,1992-11-25,,1,1,135,62,73,0.45925925925925926,3.0,4.566666666666666,59.400000000000006,62.916666666666664,49.88333333333333,48.31666666666667,38.61666666666667,1.0016666666666667
Boris Nicola Bakalov,75.0,183.0,1980-11-23,,0,0,118,44,74,0.3728813559322034,2.05,15.0,44.7,64.0,32.150000000000006,38.55,30.1,0.5700000000000001
Bernardo Saraiva,73.0,188.0,1993-08-06,,1,1,134,49,85,0.3656716417910448,1.7384615384615385,5.576923076923078,57.99999999999999,58.784615384615385,42.46153846153846,43.30769230769231,34.37692307692308,0.7376923076923075
Simeon Rossier,62.0,173.0,1995-01-15,,0,0,133,50,83,0.37593984962406013,4.5,9.6,51.599999999999994,65.25,43.0,44.55,34.900000000000006,0.78
Mikelis Libietis,87.0,193.0,1992-07-09,,1,1,133,75,58,0.5639097744360902,8.588888888888887,5.996296296296297,55.611111111111114,70.48888888888888,43.4,47.03333333333334,35.03703703703704,0.8899999999999999
